channel_title,category_name,total_videos,avg_views,avg_engagement,total_views,percentage
だいじろー Daijiro,Education,1,2130667.0,3.56,2130667,100.0
だいふくチャンネル,Gaming,1,22382.0,1.88,22382,100.0
だいスキ,People & Blogs,1,314355.0,2.74,314355,100.0
だっこして,People & Blogs,1,2434517.0,3.33,2434517,100.0
ちかおじTV【愛車紹介 / DIY】,Autos & Vehicles,1,60774.0,0.93,60774,100.0
ちょいウケ,Comedy,1,595099.0,6.45,595099,100.0
ちょぶり【eFootball解説】,Gaming,1,56035.0,1.12,56035,100.0
ちろぴの,Gaming,1,452071.0,2.31,452071,100.0
つかさ@恋愛マスター,People & Blogs,1,330902.0,1.75,330902,100.0
つるおかかものはし,Gaming,1,63566.0,1.8,63566,100.0
つーさんとゆっぴ,People & Blogs,1,56762.0,4.34,56762,100.0
てがみをよむじょせい,News & Politics,1,1234001.0,3.35,1234001,100.0
てるとくん,Gaming,1,70044.0,5.77,70044,100.0
てんみれっくす,Gaming,1,37480.0,1.87,37480,100.0
ですの。,People & Blogs,1,443664.0,3.18,443664,100.0
とある高校生がツムツムをしてみた,Gaming,1,95210.0,1.67,95210,100.0
とっさんTV,Entertainment,1,17504.0,10.54,17504,100.0
ととまるはんみ,People & Blogs,1,144043.0,1.13,144043,100.0
とみビデオ,People & Blogs,1,822043.0,3.89,822043,100.0
ともき,People & Blogs,2,1852865.0,2.54,3705730,100.0
とも米国株投資チャンネル,Howto & Style,1,43951.0,3.13,43951,100.0
とよちゃんガレージToyoGarage,Autos & Vehicles,1,199010.0,2.12,199010,100.0
とりっぴぃ,Gaming,1,48870.0,1.86,48870,100.0
とモヤシ,Howto & Style,1,260548.0,3.19,260548,100.0
どうBUZZ,Pets & Animals,1,1025210.0,1.57,1025210,100.0
どうぶつハウス,People & Blogs,1,475346.0,2.38,475346,100.0
どうぶつ図鑑,Pets & Animals,1,1086417.0,3.97,1086417,100.0
どぐら 生駒デビル,Gaming,2,60612.5,2.36,121225,100.0
どタイプ,People & Blogs,1,156694.0,3.05,156694,100.0
なかっさんと田辺,Entertainment,1,184630.0,2.26,184630,100.0
なかのいつきの日常,Entertainment,1,938957.0,2.22,938957,100.0
なぜ,Entertainment,1,577986.0,3.88,577986,100.0
なに?,Entertainment,2,1926529.0,2.55,3853058,100.0
なみぐる - namigroove,Gaming,1,202267.0,2.56,202267,0.46
なみぐる - namigroove,Music,216,128419.86,4.8,27738690,99.54
なる,Gaming,1,30680.0,2.8,30680,100.0
なんか気持ちいい,Entertainment,2,5669301.5,1.76,11338603,100.0
なんでジャパン,Entertainment,2,636531.0,3.62,1273062,100.0
にごちゃんch,People & Blogs,2,1688470.0,4.81,3376940,100.0
にじの民【切り抜き】,Entertainment,1,59708.0,2.27,59708,100.0
にゃんぱんち! Punch,Entertainment,1,1052634.0,2.12,1052634,100.0
にゅーすじゃぱん,News & Politics,1,939510.0,3.01,939510,100.0
ぬくもりアニマル,Pets & Animals,1,499332.0,3.02,499332,100.0
ぬしす,People & Blogs,1,69735.0,3.83,69735,100.0
ねこある-猫との暮らしあるある,Pets & Animals,1,415649.0,1.82,415649,100.0
ねこかず,Autos & Vehicles,1,61763.0,2.45,61763,100.0
ねこぞー@猫のお役立ち情報,Pets & Animals,1,91576.0,6.67,91576,100.0
ねこちゃんのきもち,Pets & Animals,1,566793.0,2.5,566793,100.0
ねこの手かりたい,Howto & Style,1,1063903.0,2.78,1063903,100.0
ねるめろ / Nerumero,Gaming,2,89148.5,1.77,178297,100.0
ののちゃん,Film & Animation,1,657692.0,3.61,657692,100.0
のむへい,Gaming,1,1018296.0,3.7,1018296,100.0
のーわん【NoOnE】,Gaming,1,53062.0,1.93,53062,100.0
はじめしゃちょー2 (hajime),Gaming,1,26242.0,2.67,26242,100.0
はなしだんご,Education,1,1226425.0,4.5,1226425,100.0
はんなりーず,Entertainment,1,731742.0,1.63,731742,100.0
ばんくんには全肯定【ハチワレねこ】癒し,Pets & Animals,1,681773.0,2.11,681773,100.0
ばーがーず🍔🏀,People & Blogs,1,234940.0,2.45,234940,100.0
ひぐちゃんねる,Gaming,1,49035.0,2.25,49035,100.0
ひたまゆ。,Gaming,2,97751.0,1.44,195502,100.0
ひだまり犬,People & Blogs,1,628203.0,2.67,628203,100.0
ひとくち知識,People & Blogs,1,2794198.0,1.88,2794198,100.0
ひなママ【英国ニュースと英語フレーズ】,Education,1,24542.0,2.99,24542,100.0
ひな献立レシピ🥣,People & Blogs,1,1089128.0,1.47,1089128,100.0
ひまり,Film & Animation,1,1314671.0,3.08,1314671,100.0
ひよっこ【にじさんじ切り抜き】,Gaming,1,56278.0,2.47,56278,100.0
びーの【にじさんじ切り抜き】,Gaming,499,202429.15,1.6,101012145,99.8
びーの【にじさんじ切り抜き】,Music,1,2458.0,1.67,2458,0.2
ぴん,Gaming,1,17111.0,1.69,17111,100.0
ふわくん / Fuwakun,Entertainment,1,380455.0,3.42,380455,100.0
ふわふわ,People & Blogs,2,204389.0,1.61,408778,100.0
ふわまるん ,Pets & Animals,1,579977.0,4.14,579977,100.0
ぶいすぽ倉庫,Gaming,1,161982.0,1.04,161982,100.0
ぶいすぽ暮らし,Gaming,1,66527.0,1.26,66527,100.0
ぶいの切り抜き集,Gaming,1,40455.0,0.92,40455,100.0
ぷちぷち【ぷちひな】,Gaming,1,54559.0,2.76,54559,100.0
ぷぷぷ博士,People & Blogs,2,1496406.5,1.78,2992813,100.0
へいでい【男の趣味全力ch】,People & Blogs,1,139724.0,2.41,139724,100.0
へぇマジ?,Entertainment,1,1649718.0,2.06,1649718,100.0
べぃみぃカップル,People & Blogs,1,1022163.0,1.84,1022163,100.0
べこべこ,People & Blogs,1,2882047.0,1.88,2882047,100.0
ぺが【pega channel】,Gaming,1,113904.0,1.7,113904,100.0
ぺっチャンネル,Gaming,1,18582.0,2.55,18582,100.0
ほしのあおい,Film & Animation,1,417828.0,1.75,417828,100.0
ほっこりショート,Entertainment,3,2068282.67,2.85,6204848,100.0
ほぼタケフサ【Football】,People & Blogs,1,354949.0,1.43,354949,100.0
ほぼ谷ショーヘー,People & Blogs,1,1125083.0,1.61,1125083,100.0
ほんの1分,Entertainment,3,1264523.67,3.19,3793571,100.0
ほーみーず,Gaming,1,244450.0,3.7,244450,100.0
ぼっちのティーチャンネル,Gaming,1,39944.0,1.86,39944,100.0
ぼっちの冒険,People & Blogs,1,572859.0,4.21,572859,100.0
ぼっちの冒険の裏側,Entertainment,1,590056.0,1.43,590056,100.0
ぽんずる,Music,1,2163046.0,2.88,2163046,100.0
ぽんぽんバチ,People & Blogs,1,237870.0,2.42,237870,100.0
まさ” ボーダーコリーとふたり暮らし”,People & Blogs,2,296254.0,5.97,592508,100.0
まさもばチャンネル,People & Blogs,1,46993.0,1.34,46993,100.0
まさやんテイメント,People & Blogs,1,293039.0,2.84,293039,100.0
まじめにヤバシティ,Gaming,1,67408.0,9.29,67408,100.0
またね,Music,1,535629.0,1.75,535629,100.0
またみて!,Music,1,339957.0,2.19,339957,100.0
また会いましょう,Entertainment,1,538209.0,3.18,538209,100.0
また選挙かー!ヒョウガキ政治,News & Politics,1,61181.0,8.81,61181,100.0
まっしゅムービー,Film & Animation,1,3749869.0,3.03,3749869,100.0
まっつんワールド,Sports,1,89793.0,2.18,89793,100.0
まつした,People & Blogs,1,247009.0,6.82,247009,100.0
まとめの達人,People & Blogs,3,912059.33,2.1,2736178,100.0
まとめ動画Clip🎥,Comedy,1,6874935.0,4.28,6874935,100.0
まみよし,Howto & Style,1,18944.0,5.21,18944,100.0
まんまるとらまる,Pets & Animals,1,88209.0,7.35,88209,100.0
まーさんガレージ/Ma-san Garage,Autos & Vehicles,1,278558.0,3.66,278558,100.0
みさえのクレしんメモリアル,Film & Animation,1,965045.0,3.26,965045,100.0
みずおじさん / 誰でも分かるスマホ講座,Howto & Style,1,32497.0,1.5,32497,100.0
みそらくん🍥,Gaming,1,23270.0,4.67,23270,100.0
みつにいch,Gaming,1,1506729.0,3.71,1506729,100.0
みつひろ,Autos & Vehicles,1,93129.0,1.28,93129,100.0
みどうのPCチャンネル,Science & Technology,1,56461.0,1.89,56461,100.0
みやわきチャンネル,News & Politics,1,87935.0,3.34,87935,100.0
みんち🦦【#Z世代の味方】,People & Blogs,1,643725.0,4.9,643725,100.0
みんなの常識チャンネル,People & Blogs,2,1019154.5,2.86,2038309,100.0
めざましテレビチャンネル,Entertainment,1,889382.0,4.06,889382,100.0
めじの【Vtuber応援隊】,Entertainment,1,170190.0,1.48,170190,100.0
めにほび【多趣味なニート】,Autos & Vehicles,1,156672.0,2.24,156672,100.0
めめんともり,Gaming,1,162523.0,5.59,162523,100.0
もこうの実況,Gaming,1,180652.0,3.3,180652,100.0
もしろ👑,Entertainment,1,22735.0,1.48,22735,100.0
もちごめ兄弟ちゃんねる,Pets & Animals,1,158042.0,5.6,158042,100.0
もちまる日記,Pets & Animals,1,347935.0,0.12,347935,100.0
もちわさ日,People & Blogs,1,294337.0,13.93,294337,100.0
もち監督【にじさんじ劇場版・総集編切り抜きch】,Gaming,1,66425.0,2.15,66425,100.0
もっともかしこいしばいぬ,Music,1,1714488.0,1.63,1714488,100.0
もとき,People & Blogs,2,975736.0,3.92,1951472,100.0
もふもふハウス,People & Blogs,1,8835873.0,1.82,8835873,100.0
もふもふ事件簿,Pets & Animals,2,2087392.5,2.3,4174785,100.0
もふもふ派,Pets & Animals,1,188253.0,3.92,188253,100.0
やきゅうの時間です。,Sports,1,160032.0,0.75,160032,100.0
やくちゅ,People & Blogs,1,1081084.0,4.68,1081084,100.0
やけっぱちcomedy改,People & Blogs,1,64863.0,5.19,64863,100.0
やさしい心,Pets & Animals,2,1526346.0,2.09,3052692,100.0
やま(Yama),People & Blogs,1,18479.0,2.42,18479,100.0
やまだちゃんねる,Gaming,1,14223.0,4.61,14223,100.0
やわらちゃんねる,Gaming,1,76637.0,2.15,76637,100.0
やんばるゼミ,Education,1,1572638.0,5.45,1572638,100.0
ゆ〜ちょぱ,People & Blogs,1,425370.0,4.91,425370,100.0
ゆうさくスポーツ,People & Blogs,1,340823.0,2.72,340823,100.0
ゆか@恋愛,People & Blogs,1,1295345.0,2.28,1295345,100.0
ゆきゆき,Entertainment,1,68224.0,1.23,68224,100.0
ゆずみん,Gaming,1,18068.0,1.73,18068,100.0
ゆたはる,People & Blogs,1,257950.0,1.6,257950,100.0
ゆっくりでぃすこ,Science & Technology,1,28364.0,2.95,28364,100.0
ゆっくりカーシェア【クルマ系・ゆっくり解説】,People & Blogs,1,253287.0,2.19,253287,100.0
ゆっくりキ〇ガイ,Entertainment,1,1156372.0,1.75,1156372,100.0
ゆっくりダークネット,Autos & Vehicles,1,92070.0,3.08,92070,100.0
ゆっくり情報科学ちゃんねる,Science & Technology,1,33480.0,3.54,33480,100.0
ゆの,People & Blogs,1,198788.0,0.61,198788,100.0
ゆむゆむ(ミステリー),Entertainment,1,1412560.0,2.22,1412560,100.0
ゆり天プロ野球チャンネル,Sports,1,362483.0,1.23,362483,100.0
よしお雑学,People & Blogs,1,356901.0,3.41,356901,100.0
よしなま,Gaming,1,110009.0,1.44,110009,100.0
よにのちゃんねる,Entertainment,1,1039066.0,4.65,1039066,100.0
りうくん,Gaming,1,26146.0,4.1,26146,100.0
りっきー社長(借金40億円の冬ランボ男),People & Blogs,1,143152.0,0.83,143152,100.0
れび,Gaming,1,36280.0,1.04,36280,100.0
れらちぎ,Entertainment,1,165774.0,0.0,165774,100.0
ろこまこあこチャンネル,People & Blogs,2,446216.5,5.45,892433,100.0
わきを,Gaming,1,41935.0,1.73,41935,100.0
わせだや,People & Blogs,1,340593.0,2.31,340593,100.0
アイルトンモカ,Entertainment,2,861872.0,2.33,1723744,100.0
アオリザマァch,People & Blogs,2,381648.5,2.28,763297,100.0
アカgames,Gaming,1,39456.0,3.42,39456,100.0
アカリガキエタラ,Entertainment,1,693397.0,3.94,693397,100.0
アコム公式チャンネル,Entertainment,1,994383.0,0.05,994383,100.0
アシフットボール-葦フットボール,Sports,1,3238036.0,4.21,3238036,100.0
アニLab図鑑,People & Blogs,1,356478.0,2.13,356478,100.0
アニマルフォレスト,Pets & Animals,1,249603.0,7.06,249603,100.0
アニマルランド,People & Blogs,1,5009148.0,4.09,5009148,100.0
アニメ『メダリスト』公式チャンネル,Film & Animation,1,293732.0,6.11,293732,100.0
アニメタイムズ公式 / Anime Times Official,Film & Animation,1,725650.0,1.28,725650,100.0
アニメトロノーム【アニメ解説紹介】,Film & Animation,1,494988.0,2.7,494988,100.0
アニメ同人アーカイブ,People & Blogs,2,740816.0,3.78,1481632,100.0
アニメ猫の紹介所,Film & Animation,1,475905.0,2.84,475905,100.0
アニメ紹介ニキ,Film & Animation,1,388942.0,2.15,388942,100.0
アニモフ,Pets & Animals,1,2361168.0,2.89,2361168,100.0
アヒルだよmovie,Autos & Vehicles,1,1552605.0,1.91,1552605,100.0
アフリカンベイブリスト,People & Blogs,1,1565428.0,3.72,1565428,100.0
アホの証明,People & Blogs,1,5395644.0,1.02,5395644,100.0
アポロCh. ~音楽とバイクと古着と~,Autos & Vehicles,1,25099.0,3.92,25099,100.0
アル&ルッキー【アニメ ストーリー解説ch】,Film & Animation,1,532536.0,2.41,532536,100.0
アレヌキBlack&Whiteザマス㌔,People & Blogs,1,878959.0,1.24,878959,100.0
イケボパパ,People & Blogs,1,483442.0,5.35,483442,100.0
イシハラさんの世界観 - Vlog,People & Blogs,1,272829.0,0.36,272829,100.0
イタリアンがすき,People & Blogs,1,457379.0,5.28,457379,100.0
イブラヒム【にじさんじ】,Gaming,1,211714.0,1.37,211714,100.0
インキャ族,Entertainment,1,181653.0,3.08,181653,100.0
イングリッシュルイ・englishlouis,People & Blogs,1,77070.0,1.28,77070,100.0
ウォーターチャレンジ,Gaming,1,70958.0,1.73,70958,100.0
ウケる動画,Comedy,1,218766.0,8.66,218766,100.0
ウサギの独り言チャンネル,News & Politics,1,766456.0,3.09,766456,100.0
ウジュアンドルーム,People & Blogs,2,3620992.0,3.13,7241984,100.0
ウナ丼_STRUT_エンスーCARガイド,Autos & Vehicles,1,97579.0,3.65,97579,100.0
ウミログ,People & Blogs,2,3079814.0,1.81,6159628,100.0
ウラノマド,News & Politics,1,70302.0,1.46,70302,100.0
ウルっと泣けるお兄さん【感動】,People & Blogs,2,1672136.0,3.4,3344272,100.0
ウワサノセカイ,People & Blogs,2,1289340.0,2.47,2578680,100.0
エアクラHC,Gaming,1,1005729.0,3.04,1005729,100.0
エクスタシー,Gaming,1,25392.0,3.15,25392,100.0
エクス・アルビオ -Ex Albio-,Gaming,2,392687.0,1.16,785374,100.0
エビシュリンプ,Entertainment,1,669648.0,2.77,669648,100.0
エフワンちゃん,Autos & Vehicles,1,243348.0,1.62,243348,100.0
エムエネch,Entertainment,1,386399.0,3.53,386399,100.0
オタク二郎,Howto & Style,2,1250151.0,4.17,2500302,100.0
オダケン（ホラーゲーム絶叫者）,Gaming,1,20065.0,4.16,20065,100.0
オラの時間,People & Blogs,1,338044.0,3.22,338044,100.0
カズチャンネル/Kazu Channel,Howto & Style,1,44531.0,2.53,44531,100.0
カズ🚗車のおもしろ情報まとめ,Autos & Vehicles,1,76344.0,1.8,76344,100.0
カリンリキ,People & Blogs,1,882352.0,3.16,882352,100.0
カワイイが勝つ,Pets & Animals,1,631683.0,4.38,631683,100.0
カンテレNEWS,News & Politics,1,254529.0,1.43,254529,100.0
カンテレ笑タイム【公式】,Entertainment,1,527780.0,1.14,527780,100.0
ガクのFラン政治学,Education,1,36289.0,3.24,36289,100.0
ガレドリ改,People & Blogs,1,100573.0,2.92,100573,100.0
ガレヨコ『GARAGE YOKOHATA』,Autos & Vehicles,1,85350.0,2.42,85350,100.0
ガレージ公道最速伝説【車系漫画・アニメ・国産車・旧車解説】,Autos & Vehicles,1,89243.0,2.21,89243,100.0
ガン太:GANTA,Autos & Vehicles,1,58094.0,2.0,58094,100.0
キイロネコ,People & Blogs,1,232195.0,0.65,232195,100.0
キックオフ・ワールド,People & Blogs,1,454983.0,0.9,454983,100.0
キニナルセカイ,Entertainment,3,3500612.67,2.82,10501838,100.0
キミだけに,Music,1,1160424.0,4.49,1160424,100.0
キムチの家,Entertainment,1,1182843.0,2.13,1182843,100.0
キャプテンしょーたの秘密基地,Gaming,1,120481.0,1.26,120481,100.0
キャベツの人【ゲーム紹介】,Gaming,1,35481.0,3.11,35481,100.0
キャンフリックス,Pets & Animals,1,73561.0,3.68,73561,100.0
キヨ。,Gaming,1,2507030.0,2.93,2507030,100.0
キヨスケ,Film & Animation,2,11564554.5,1.79,23129109,100.0
キラワレ家族,Entertainment,1,145302.0,2.14,145302,100.0
キング・オブ・ポップ,People & Blogs,1,457728.0,3.39,457728,100.0
ギズモード・ジャパン,Science & Technology,1,232813.0,4.06,232813,100.0
クスっとスタジオ,People & Blogs,1,96821.0,6.1,96821,100.0
クスクスどうぶつ ,Comedy,1,184313.0,2.13,184313,100.0
クスッと一息,People & Blogs,1,2243336.0,4.55,2243336,100.0
クラウン【切り抜き】,Gaming,1,64240.0,1.57,64240,100.0
クラシカch【旧車 クラシックカー】,Autos & Vehicles,1,89397.0,1.91,89397,100.0
クリップハウスの見どころ,People & Blogs,1,153319.0,2.14,153319,100.0
クリップ・オ・ラマ,Film & Animation,1,605541.0,1.25,605541,100.0
クルマとワレワレ,Autos & Vehicles,1,50004.0,3.12,50004,100.0
クルマ買う系チャンネル「ワンソクTube」,Autos & Vehicles,1,83871.0,1.16,83871,100.0
クレしん劇場,People & Blogs,1,2886729.0,3.18,2886729,100.0
クレイジーストリームJP【海外配信和訳】,People & Blogs,1,2572766.0,2.93,2572766,100.0
クレヨンカフェ,Film & Animation,1,651046.0,3.17,651046,100.0
グラマーシザーズ,People & Blogs,2,2085320.0,2.52,4170640,100.0
ケーポたんてい,Entertainment,1,829863.0,3.9,829863,100.0
ゲーミングPCチャンネル,Gaming,1,64253.0,3.95,64253,100.0
ゲームの余白,Comedy,1,1302617.0,4.26,1302617,100.0
コッペパンはな,People & Blogs,1,73489.0,5.25,73489,100.0
コミックナタリー,Film & Animation,1,443005.0,2.41,443005,100.0
コムドット,Entertainment,1,698117.0,5.4,698117,100.0
コロッケの飼い主 ゴールデンレトリバー2歳,Pets & Animals,1,99935.0,9.94,99935,100.0
コロンボさん GAMES,Gaming,1,150155.0,2.42,150155,100.0
コン / Com Ch.,Comedy,1,85492.0,5.26,85492,100.0
コントロールゼットライフ,News & Politics,1,672126.0,1.46,672126,100.0
コースケTV【時事ニュース】,News & Politics,1,194985.0,5.05,194985,100.0
ゴミはゴミ箱へ,News & Politics,2,1098652.0,3.31,2197304,100.0
ゴリパンダ,Film & Animation,1,789315.0,3.58,789315,100.0
サキヌマーのモトブログ,Autos & Vehicles,1,25554.0,2.44,25554,100.0
サッカーの時間です,Sports,1,181970.0,0.79,181970,100.0
サッカーマン,People & Blogs,1,1113676.0,1.46,1113676,100.0
サッカー軍曹,People & Blogs,1,2285082.0,1.86,2285082,100.0
サッカー革命家チキン,Sports,1,579833.0,1.37,579833,100.0
