channel_title,category_name,total_videos,avg_views,avg_engagement,total_views,percentage
Akhil Jackson Vines,Entertainment,1,311702.0,3.81,311702,100.0
Akhil Nrd,People & Blogs,2,1512804.0,5.91,3025608,100.0
Akhil Rider,People & Blogs,1,40361.0,2.72,40361,100.0
Akhtar Muzakki,People & Blogs,1,4811950.0,0.67,4811950,100.0
AkikinnJAPANチャンネル,Howto & Style,1,74696.0,2.5,74696,100.0
Akilehzx,Autos & Vehicles,1,1176149.0,5.29,1176149,100.0
Akim,Entertainment,1,495090.0,6.87,495090,100.0
Akim Omiri,Entertainment,2,139165.5,6.53,278331,100.0
Akkii Records - Rasiya ,Music,1,415033.0,0.2,415033,100.0
Akram Abdullaev,Sports,1,620957.0,2.44,620957,100.0
Aktien Kanal,People & Blogs,1,26328.0,5.01,26328,100.0
Aktien mit Kopf,Education,1,98618.0,12.91,98618,100.0
Al Jazeera English,News & Politics,3,429013.33,1.12,1287040,100.0
Al Mashhad المشهد,News & Politics,1,270706.0,2.94,270706,100.0
AlJazeera Arabic  قناة الجزيرة,News & Politics,3,526296.0,2.72,1578888,100.0
Alabanzas Cristianas 2026,Music,2,87476.0,1.21,174952,100.0
Alaeddin.official,Comedy,2,714307.0,6.91,1428614,100.0
Alagang Pilak,Entertainment,2,818185.5,1.98,1636371,100.0
Alain Frei,Comedy,1,138548.0,4.51,138548,100.0
Alamina Ekisdé,Sports,1,1039527.0,4.1,1039527,100.0
Alamina Futbol,Sports,1,577976.0,5.21,577976,100.0
Alamina NADIE te preguntó,Entertainment,1,639042.0,6.1,639042,100.0
Alamina TV,People & Blogs,1,828218.0,3.54,828218,100.0
Alamina ¿XQÉ?,Sports,1,306255.0,5.61,306255,100.0
Alan,Entertainment,1,3963389.0,5.82,3963389,100.0
Alan Bangovic,Entertainment,1,98810.0,4.66,98810,100.0
Alan Damian.O_O,People & Blogs,2,415652.0,4.16,831304,100.0
Alan Trucker,Autos & Vehicles,2,7697419.0,3.84,15394838,100.0
AlanChong,Autos & Vehicles,1,853332.0,4.81,853332,100.0
AlanTV,Gaming,1,476966.0,6.23,476966,100.0
Alana & Josh,People & Blogs,1,240279.0,3.21,240279,100.0
Alberta Tech,Science & Technology,5,1296706.8,5.7,6483534,100.0
Alderiate,Gaming,1,65599.0,4.78,65599,100.0
Alderiate VOD,Gaming,1,11271.0,4.21,11271,100.0
Ale Trejo,Entertainment,1,938807.0,8.32,938807,100.0
Alecpaints,Howto & Style,3,6833023.33,3.83,20499070,100.0
Alee - Topic,Music,1,58612.0,3.3,58612,100.0
Alejo Igoa,Entertainment,1,2811270.0,5.24,2811270,100.0
Aleko 🇺🇦,Science & Technology,3,153432.33,4.32,460297,100.0
Aleksandr Palamarchelo,Entertainment,2,855849.5,1.54,1711699,100.0
Aleksdi_official,Autos & Vehicles,1,124124.0,1.74,124124,100.0
Alekzz,Gaming,2,301150.5,2.32,602301,100.0
AlemdoGol,Sports,1,496884.0,5.16,496884,100.0
Alena Pogrebnyak / RobinaHoodina,Howto & Style,3,174208.0,4.75,522624,100.0
Alert Aarumugam - Tamil Automobile Channel,Autos & Vehicles,1,156786.0,2.78,156786,100.0
Alerta Mexico,News & Politics,1,998896.0,3.06,998896,100.0
Alex ,People & Blogs,1,149647.0,6.57,149647,100.0
Alex Boyko,Entertainment,2,1391734.0,1.11,2783468,100.0
Alex Crashers,Gaming,4,728171.0,5.87,2912684,100.0
Alex Freestyle,Sports,1,141660.0,5.41,141660,100.0
Alex Gary,Autos & Vehicles,2,690502.5,4.35,1381005,100.0
Alex Joseph,People & Blogs,1,2487033.0,8.0,2487033,100.0
Alex Magic Tricks ,People & Blogs,2,146609.5,6.42,293219,100.0
Alex Piligrim,People & Blogs,1,413025.0,2.91,413025,100.0
Alex Ratinsky,People & Blogs,2,695984.5,3.51,1391969,100.0
Alex Spiridonov TV,People & Blogs,2,882129.5,3.38,1764259,100.0
Alex Vibes,People & Blogs,2,2340217.0,2.22,4680434,100.0
Alex WysiWyg,Education,1,200852.0,6.43,200852,100.0
Alex Zakharov Shorts,People & Blogs,1,651668.0,1.88,651668,100.0
Alex Ziskind,Science & Technology,5,180284.6,7.31,901423,100.0
Alex1Leg,Entertainment,1,5266718.0,6.05,5266718,100.0
AlexMartini,Autos & Vehicles,1,232818.0,7.32,232818,100.0
Alexandra Pereira,People & Blogs,1,239021.0,5.4,239021,100.0
Alexandra44,Entertainment,1,194201.0,4.99,194201,100.0
Alexandre Garcia,News & Politics,1,192127.0,18.84,192127,100.0
Alexey Arestovych,News & Politics,2,543295.5,1.75,1086591,100.0
Alexey Sova,Entertainment,1,640754.0,5.18,640754,100.0
Alexis Ferragne,Education,1,2096424.0,5.44,2096424,100.0
Alexis Foot,Sports,1,65483.0,6.66,65483,100.0
Alexis Marie,People & Blogs,1,28165.0,5.39,28165,100.0
AlexpaninVideo2,Sports,1,191907.0,1.68,191907,100.0
Alexy,Gaming,1,82969.0,2.76,82969,100.0
Alexys Life,People & Blogs,1,78283.0,5.2,78283,100.0
AlezzoGG,Gaming,1,83215.0,5.1,83215,100.0
Alfredo Larin,Entertainment,2,5248737.5,3.5,10497475,100.0
Alfredo Little,People & Blogs,1,1366839.0,2.95,1366839,100.0
Alfredo Valenzuela,People & Blogs,1,150535.0,4.02,150535,100.0
Alger Bauer,Entertainment,1,1122362.0,2.73,1122362,100.0
AliShoW,Entertainment,1,53139.0,1.86,53139,100.0
Alice Christy,People & Blogs,2,723437.5,4.26,1446875,100.0
Alice Rebouças,People & Blogs,1,365465.0,2.18,365465,100.0
Alice- ECILA Football,Sports,1,47282.0,4.81,47282,100.0
Alicia & Toi,People & Blogs,1,227812.0,8.01,227812,100.0
Alicia Sicz,People & Blogs,2,604925.0,4.46,1209850,100.0
Alien Sleep,People & Blogs,2,972195.0,4.17,1944390,100.0
Alimentando a Mente,Entertainment,1,969053.0,1.7,969053,100.0
Aliotop,Sports,1,74573.0,9.46,74573,100.0
AlishaMarieVlogs,Howto & Style,3,73085.33,4.83,219256,100.0
Alizée yt,Comedy,1,616211.0,3.16,616211,100.0
All Rounder Boy ASR,Entertainment,3,3198718.67,1.28,9596156,100.0
All Things Garden Buildings,Howto & Style,1,553621.0,1.71,553621,100.0
AllAroundMyCocoon,People & Blogs,2,3392661.5,2.84,6785323,100.0
AllDogsGoToHeaven,People & Blogs,2,1636981.0,0.01,3273962,100.0
Allari Aarathi,Entertainment,2,207865.0,4.12,415730,100.0
Allie Ross,People & Blogs,3,125219.67,6.44,375659,100.0
AllissonGOD,Gaming,1,48839.0,1.99,48839,100.0
Allociné | Trailers,Film & Animation,211,67405.2,1.63,14222498,100.0
Ally Putnam,People & Blogs,1,37905.0,5.11,37905,100.0
Allô Senegal,News & Politics,1,47800.0,5.11,47800,100.0
Almita ,People & Blogs,1,3880931.0,1.98,3880931,100.0
Almohajir SM سفيان المرزوقي,News & Politics,1,94243.0,7.75,94243,100.0
AloisNL,Gaming,3,156175.0,3.47,468525,100.0
Alomgir Hossain,People & Blogs,1,564383.0,1.81,564383,100.0
AlondraDessy (alondradessy),People & Blogs,1,52622.0,4.85,52622,100.0
Alpakafilm,People & Blogs,1,3308360.0,3.08,3308360,100.0
Alpha Class Animals,People & Blogs,3,1762185.67,3.91,5286557,100.0
Alpha Sena,Gaming,1,46074.0,0.32,46074,100.0
AlphaExtra,People & Blogs,1,112421.0,1.23,112421,100.0
AlphaReplay,Gaming,1,956.0,9.0,956,100.0
Alphasimracing,People & Blogs,1,428099.0,2.69,428099,100.0
Alphastein,Gaming,1,15578.0,4.08,15578,100.0
Alves,Entertainment,1,1045354.0,11.93,1045354,100.0
Alvi,Gaming,1,63441.0,6.85,63441,100.0
Always Make Profit Music Group,Music,1,3622541.0,7.93,3622541,100.0
Alysha Shorts,People & Blogs,2,4621275.0,4.67,9242550,100.0
Além das 4 linhas ,Entertainment,1,145514.0,3.65,145514,100.0
Além das Lágrima,People & Blogs,1,247214.0,13.27,247214,100.0
Am Flash Gamer,Gaming,1,420271.0,2.02,420271,100.0
Am Super Hero,Entertainment,1,152120.0,9.06,152120,100.0
AmShorts10,Film & Animation,1,1192594.0,5.97,1192594,100.0
Amado Jonh,People & Blogs,1,620847.0,7.21,620847,100.0
AmalaShaji,People & Blogs,1,1215655.0,5.32,1215655,100.0
Aman Yadev - Topic,Music,1,50829.0,0.56,50829,100.0
Amandinha,Gaming,2,1674584.5,5.02,3349169,100.0
Amanecer,People & Blogs,1,18058.0,0.53,18058,100.0
Amanpour and Company,News & Politics,1,532447.0,1.18,532447,100.0
Amar Ujala,News & Politics,1,37066.0,0.68,37066,100.0
Amareloplay,Gaming,1,14546.0,1.06,14546,100.0
AmazeAnimals,People & Blogs,7,11139620.29,2.92,77977342,100.0
AmazingBrother,People & Blogs,1,1371494.0,1.09,1371494,100.0
Amazon Prime Video Sport,Sports,1,65887.0,0.57,65887,100.0
Amelia,Entertainment,2,228455.5,2.89,456911,100.0
Amergaliev remix ,Music,1,2056502.0,1.92,2056502,100.0
America First Empire,News & Politics,3,993618.33,5.75,2980855,100.0
American High,Comedy,2,1040336.5,16.62,2080673,100.0
American Premiere,Nonprofits & Activism,1,2092819.0,3.92,2092819,100.0
American_laughs_hub,People & Blogs,2,2778948.0,3.8,5557896,100.0
Ameth ,People & Blogs,1,201603.0,9.35,201603,100.0
Ami Charlize,People & Blogs,1,50844.0,2.18,50844,100.0
Amilahad Ramialsh,People & Blogs,1,338893.0,2.94,338893,100.0
Aminaraxmatova,People & Blogs,1,682366.0,1.59,682366,100.0
Amit Ashik 0052,Music,1,107426.0,3.52,107426,100.0
Amit Marsani,Entertainment,2,2301964.5,2.07,4603929,100.0
Amit XYZ,Entertainment,1,1910562.0,7.03,1910562,100.0
Amitesh,Entertainment,6,2726562.5,3.52,16359375,100.0
Amixem,Comedy,2,1294439.0,5.8,2588878,100.0
AmmA Music & Sound,Music,1,387578.0,1.79,387578,100.0
Amor por Lopez Obrador,News & Politics,1,98080.0,3.55,98080,100.0
Amore Lyrics,Music,103,66324.01,2.64,6831373,56.59
Amore Lyrics,People & Blogs,79,53058.76,2.48,4191642,43.41
Amorinha ChowChow,Entertainment,1,449275.0,1.7,449275,100.0
Amp World Gaming,People & Blogs,1,74112.0,3.31,74112,100.0
Amrit Maan,Music,2,1956879.0,1.35,3913758,100.0
Amrita TV Archives,Entertainment,1,387462.0,1.41,387462,100.0
Amrutha Nair_official ,People & Blogs,1,186511.0,3.54,186511,100.0
Amy Box,Entertainment,1,573382.0,12.44,573382,100.0
Amy Scarlet,Gaming,1,206810.0,4.96,206810,100.0
Amy Scarletona,People & Blogs,1,101342.0,5.32,101342,100.0
Amélie | Tech & IA,Science & Technology,1,139861.0,5.18,139861,100.0
Ana Adati,Entertainment,1,1377220.0,1.83,1377220,100.0
Ana Gaby Cars,Autos & Vehicles,1,191365.0,4.53,191365,100.0
Ana Hnf,Comedy,1,323893.0,8.38,323893,100.0
Ana Rita,Gaming,3,4033936.33,0.0,12101809,100.0
Ana Toys games,Gaming,1,33589.0,1.9,33589,100.0
AnaManuelsvn,People & Blogs,2,96664.0,6.92,193328,100.0
Anabel Shpilka,People & Blogs,1,261590.0,0.95,261590,100.0
Analysis Room,People & Blogs,1,2771442.0,4.27,2771442,100.0
Anand Audio Kannada (ಕನ್ನಡ),Entertainment,1,60796.0,0.53,60796,100.0
Anantapur Palegallu,Entertainment,1,507024.0,3.52,507024,100.0
Anastasia Kingsnorth,Entertainment,1,46142.0,2.56,46142,100.0
Anatoxich,Gaming,1,660247.0,1.63,660247,100.0
Anderson Albuquerque,Science & Technology,1,385374.0,5.05,385374,100.0
Andie Ella,Howto & Style,2,283131.5,4.54,566263,100.0
Andra Berghoff,People & Blogs,1,233012.0,4.93,233012,100.0
AndraTech,People & Blogs,1,299211.0,9.66,299211,100.0
Andre Shorts Br,People & Blogs,2,591773.0,4.19,1183546,100.0
Andrea♡,Music,2,864381.5,5.82,1728763,100.0
Andrew Carter,People & Blogs,1,176990.0,0.76,176990,100.0
Andrew Eylander ,People & Blogs,2,1089255.5,3.13,2178511,100.0
Andrew Glazunov,Entertainment,1,2094215.0,3.46,2094215,100.0
Andrey Garbe - IMPERNÁVEL ,Entertainment,2,2582221.0,2.34,5164442,100.0
AndroHack,Entertainment,1,692565.0,1.86,692565,100.0
André Marsiglia,News & Politics,1,228836.0,16.33,228836,100.0
Andréa Gonçalves,News & Politics,1,97449.0,15.74,97449,100.0
Andrés Andel,Autos & Vehicles,1,738008.0,1.13,738008,100.0
Andy & Le You,Sports,1,365600.0,4.52,365600,100.0
Andy Cooks,Howto & Style,4,3397114.0,4.91,13588456,100.0
Andy Jiang,Entertainment,1,3280200.0,11.59,3280200,100.0
Andy and Michelle,People & Blogs,3,7000389.67,6.46,21001169,100.0
Andy_Animals,Pets & Animals,1,524573.0,2.7,524573,100.0
Andy_AutoWelt,Autos & Vehicles,1,185685.0,0.95,185685,100.0
Anecdotario Deportivo,Sports,1,443886.0,4.89,443886,100.0
Anecdóticos,Entertainment,1,868583.0,7.1,868583,100.0
Anelim,People & Blogs,1,1703479.0,4.98,1703479,100.0
Anfield Agenda,Sports,1,113087.0,2.25,113087,100.0
Angelazz,Gaming,1,124084.0,4.18,124084,100.0
Angelazz Brookhaven,Gaming,1,142845.0,2.71,142845,100.0
Angry girl,Film & Animation,1,3084272.0,2.96,3084272,100.0
Ani66,Entertainment,1,1367395.0,4.37,1367395,100.0
AniBULLE,People & Blogs,1,1091202.0,6.19,1091202,100.0
AniNaki,Film & Animation,1,242780.0,9.57,242780,100.0
AniStory,People & Blogs,2,2673580.5,0.01,5347161,100.0
Anil Kumar Masani,People & Blogs,1,1307391.0,5.23,1307391,100.0
Anima_Universal,People & Blogs,4,9323222.5,7.69,37292890,100.0
Animal Arc,Pets & Animals,2,3141705.0,2.86,6283410,100.0
Animal Arena,Pets & Animals,3,995112.0,2.84,2985336,100.0
Animal ID,People & Blogs,3,1987183.33,5.02,5961550,100.0
Animal Story Theater,Pets & Animals,1,150412.0,2.68,150412,100.0
Animal Voz,People & Blogs,1,273875.0,12.93,273875,100.0
AnimalStorizz,People & Blogs,3,6837368.67,3.87,20512106,100.0
AnimalVesus,Entertainment,1,4659238.0,8.37,4659238,100.0
Animals Clips,People & Blogs,3,5726430.67,2.08,17179292,100.0
Animals stories,People & Blogs,2,2851541.5,0.35,5703083,100.0
AnimalsSaver ,Pets & Animals,3,14970020.33,2.67,44910061,100.0
Animalzera,Pets & Animals,1,811664.0,4.78,811664,100.0
Animalízate,People & Blogs,1,380631.0,3.46,380631,100.0
Animation  Fr,Music,1,260072.0,4.83,260072,100.0
Animation TV,Music,2,2479503.0,2.33,4959006,100.0
Animax Parodie,People & Blogs,1,52555.0,2.9,52555,100.0
Anime Dragon's Den🐉,People & Blogs,3,6156786.67,4.94,18470360,100.0
Anime Geey,Film & Animation,3,1757143.67,2.0,5271431,100.0
Anime Punchline,Entertainment,1,8679600.0,3.58,8679600,100.0
Anime Vanguards,Gaming,3,149948.0,6.75,449844,100.0
AnimeExtraits,Film & Animation,1,1186370.0,5.29,1186370,100.0
Animes Harmony ,Entertainment,1,109992.0,10.21,109992,100.0
Animoment VF,Film & Animation,1,583530.0,7.8,583530,100.0
Aninha zk,Gaming,1,1900373.0,7.04,1900373,100.0
Anirudh Ravichander - Topic,Music,1000,835784.79,1.56,835784792,100.0
Anisteekh,Pets & Animals,1,299265.0,5.38,299265,100.0
Anju Mor Vlogs,People & Blogs,1,1148884.0,7.08,1148884,100.0
Anker,Science & Technology,1,2081193.0,2.54,2081193,100.0
Anker SOLIX,Science & Technology,2,792356.5,1.18,1584713,100.0
Ankush gamer,Autos & Vehicles,1,220972.0,0.56,220972,100.0
Anlatıyom,People & Blogs,1,885399.0,1.94,885399,100.0
Anna,Gaming,1,54469.0,2.34,54469,100.0
Anna Dyu,People & Blogs,1,291560.0,5.71,291560,100.0
Anna Lemza,People & Blogs,1,923433.0,3.04,923433,100.0
Anna Strigl,People & Blogs,2,468302.5,3.96,936605,100.0
Anna Vierfachmama,People & Blogs,1,34585.0,6.15,34585,100.0
Annalivia Hynds,People & Blogs,1,27495.0,2.81,27495,100.0
Annamiltina ,People & Blogs,1,294386.0,2.23,294386,100.0
Anny da quebrada,Gaming,3,2025012.0,4.26,6075036,100.0
Annyx_gamer,Gaming,1,1083098.0,2.44,1083098,100.0
AnonimeX,People & Blogs,1,2054959.0,4.78,2054959,100.0
Another Life,People & Blogs,1,761500.0,2.11,761500,100.0
Anshi's Vlogs,People & Blogs,3,1036669.33,2.35,3110008,100.0
Anshif Moonikkal,Entertainment,1,150972.0,1.73,150972,100.0
Anthmix,Entertainment,3,484464.0,2.06,1453392,100.0
Anthony,Entertainment,1,2502422.0,3.38,2502422,100.0
Anthony Perrier,Autos & Vehicles,1,80782.0,7.37,80782,100.0
Anti-Kleaper,Gaming,2,416231.0,4.75,832462,100.0
Antigravity,People & Blogs,4,801168.75,5.08,3204675,100.0
Anton S Live,News & Politics,2,365100.0,4.04,730200,100.0
Antonia Elena,People & Blogs,1,1322932.0,2.52,1322932,100.0
Antonio Esquivel - Topic,Music,1,5228.0,2.66,5228,100.0
Antony-RBC😁😆,People & Blogs,1,1750919.0,5.53,1750919,100.0
Antoshatut,People & Blogs,1,559804.0,0.82,559804,100.0
Antronixx G,Gaming,1,85559.0,2.29,85559,100.0
Anu Sithara ,Entertainment,1,837520.0,3.58,837520,100.0
AnvelopeRo,Autos & Vehicles,1,1482005.0,1.46,1482005,100.0
AnyHome,People & Blogs,1,281368.0,0.26,281368,100.0
Anya Conservi,People & Blogs,1,45040.0,7.43,45040,100.0
Anyme TV,Entertainment,1,408106.0,3.79,408106,100.0
Análisis de Combate,People & Blogs,1,112433.0,2.39,112433,100.0
Aperitivo 50,People & Blogs,3,35460.0,18.46,106380,100.0
Apfelwelt,Science & Technology,1,42722.0,4.47,42722,100.0
Aphmau,Gaming,2,946509.0,3.33,1893018,100.0
Apingan-1,People & Blogs,1,2315219.0,2.9,2315219,100.0
Apoio Policial Oficial,People & Blogs,1,1192501.0,3.5,1192501,100.0
Apollo News,News & Politics,1,123114.0,8.2,123114,100.0
Apollo und Cosmo,Entertainment,1,252669.0,5.39,252669,100.0
Apollon.13,People & Blogs,2,166230.0,3.81,332460,100.0
Apple TV,Entertainment,3,305123.67,3.39,915371,100.0
AppleTrack,Science & Technology,3,108312.0,3.64,324936,100.0
ApprendAvecTonTon,Film & Animation,1,345554.0,2.55,345554,100.0
Aprende electrónica,People & Blogs,1,83096.0,5.83,83096,100.0
AprendeYDivierTT,Entertainment,6,3168805.17,3.42,19012831,100.0
Apuh,Gaming,1,61042.0,8.91,61042,100.0
Apus,Pets & Animals,1,3490991.0,3.45,3490991,100.0
Aquarius Music,Music,1,226903.0,0.26,226903,100.0
Aquarius Reggaeton,Music,2,1269644.0,0.18,2539288,100.0
Aquela Cena,Film & Animation,1,309390.0,12.02,309390,100.0
ArS,Entertainment,4,6552924.25,4.55,26211697,100.0
Araathi,Entertainment,1,1150553.0,2.96,1150553,100.0
AradirOff,Gaming,1,294147.0,4.51,294147,100.0
Aranha,People & Blogs,1,556642.0,11.85,556642,100.0
Arc Times ,News & Politics,1,56627.0,4.5,56627,100.0
Arcane Secret,People & Blogs,3,1030385.33,1.43,3091156,100.0
Arch Enemy,Music,1,1339058.0,6.86,1339058,100.0
Archer Club,People & Blogs,1,686276.0,1.78,686276,100.0
Arena Trader XP,Education,1,5494.0,19.75,5494,100.0
ArenaKnockouts,People & Blogs,1,914923.0,3.32,914923,100.0
Arhaan Ki Masti,People & Blogs,2,103208354.5,1.29,206416709,100.0
Arhan Expose,People & Blogs,2,4103572.0,0.03,8207144,100.0
Aria17,Entertainment,1,887834.0,4.94,887834,100.0
Arif Loja,Sports,1,3680682.0,0.53,3680682,100.0
Arise News,News & Politics,2,173356.5,1.64,346713,100.0
Aristegui Noticias,News & Politics,2,1315628.5,2.35,2631257,100.0
Ariyoshi Synthia,Music,1,1573503.0,3.81,1573503,100.0
Arjun MP Shorts,Entertainment,1,479643.0,5.34,479643,100.0
ArmanHRT,Entertainment,6,1130736.0,5.95,6784416,100.0
Armand freestyle,People & Blogs,1,163328.0,4.18,163328,100.0
Armando Misterios Reales,People & Blogs,1,118825.0,2.27,118825,100.0
Army Entertainment,Music,1,120334.0,0.23,120334,100.0
Arnaud TABASTE,People & Blogs,1,315829.0,5.22,315829,100.0
Arno Padawan,Gaming,1,1055370.0,2.73,1055370,100.0
Arnold Oswald,People & Blogs,1,3496118.0,3.0,3496118,100.0
Arquivo Oculto da Fama ,People & Blogs,1,76970.0,7.42,76970,100.0
Arsenal,Sports,1,504184.0,5.69,504184,100.0
ArtCool,Gaming,1,72909.0,8.86,72909,100.0
ArtKiz,Autos & Vehicles,1,506397.0,2.26,506397,100.0
Arte de um casal,People & Blogs,1,1165268.0,3.75,1165268,100.0
Artem Fahrenheit,Gaming,1,8914.0,9.84,8914,100.0
Arthur Hennes,Howto & Style,1,142043.0,11.99,142043,100.0
Arthur Ray,Gaming,1,7517.0,8.71,7517,100.0
Arthur Souza,Entertainment,1,3095064.0,1.36,3095064,100.0
Arthuzinho e Família ,Entertainment,1,2893342.0,1.27,2893342,100.0
Artificial Toons,Entertainment,1,1121535.0,1.85,1121535,100.0
Artist Shikha Sharma,Howto & Style,1,7952331.0,2.06,7952331,100.0
Artist Shintu Mourya,Entertainment,1,8929491.0,1.99,8929491,100.0
Artist on art ,People & Blogs,2,1381512.5,2.26,2763025,100.0
Artube Clash,Gaming,2,93067.0,7.24,186134,100.0
Arturo Espinosa,News & Politics,1,126475.0,3.15,126475,100.0
Arun & Aravind - Twins,Entertainment,1,619709.0,5.94,619709,100.0
Arun Panwar,Autos & Vehicles,1,379800.0,4.18,379800,100.0
Arun Smoki,Autos & Vehicles,1,97004.0,4.63,97004,100.0
Aryan Black,Entertainment,1,1018497.0,3.67,1018497,100.0
As Marias oficial,People & Blogs,1,493376.0,1.9,493376,100.0
AsPig,Gaming,1,2138.0,12.02,2138,100.0
Ash!,People & Blogs,1,734745.0,4.02,734745,100.0
Asha unni,Entertainment,1,601040.0,2.88,601040,100.0
AsherBrooks1,Entertainment,4,3350363.5,4.38,13401454,100.0
Ashii’s Vlog,Entertainment,1,606183.0,2.59,606183,100.0
Ashleigh Banfield x Drop Dead Serious,Entertainment,1,292511.0,5.66,292511,100.0
Ashley Embers,Howto & Style,4,297009.5,5.64,1188038,100.0
Ashley Sophie,Entertainment,1,164427.0,4.91,164427,100.0
Ashwin,Sports,1,467901.0,3.82,467901,100.0
Asian Cricket Council,Sports,1,382364.0,0.74,382364,100.0
Asianet,Entertainment,1,415945.0,2.66,415945,100.0
Asien Erklärt,Gaming,2,389874.0,2.41,779748,100.0
Aslan_live,Gaming,1,269669.0,2.92,269669,100.0
Asmongold Shorts,Entertainment,2,1797966.5,4.8,3595933,100.0
Asmongold TV  ,Gaming,4,87569.25,5.17,350277,100.0
Asoniq,Music,1,1669184.0,0.19,1669184,100.0
Aspira&Turbo,Autos & Vehicles,1,343157.0,8.16,343157,100.0
Aspri Shawana,People & Blogs,1,136103.0,2.84,136103,100.0
Assemble,Gaming,1,91770.0,5.71,91770,100.0
Assis FS,Gaming,1,835796.0,3.37,835796,100.0
Assis teo,People & Blogs,1,2721491.0,2.34,2721491,100.0
Associated Press,Entertainment,1,152573.0,0.68,152573,100.0
Astiavo,Howto & Style,1,650794.0,2.1,650794,100.0
AstralSpiff,Gaming,3,364824.33,4.92,1094473,100.0
Astro Max,Gaming,1,729545.0,14.3,729545,100.0
Astro Monkey,People & Blogs,1,20065.0,0.46,20065,100.0
AstroLevel,Gaming,1,360335.0,1.77,360335,100.0
Asvi Malayalam,Howto & Style,1,300413.0,5.18,300413,100.0
Aswell,Music,79,110786.61,4.27,8752142,100.0
Aswincharu_Official,People & Blogs,1,707541.0,9.15,707541,100.0
Atenção Vascaínos!,Sports,1,142111.0,9.62,142111,100.0
Athos,Gaming,501,4218150.86,0.75,2113293580,100.0
Athos TV,Gaming,2,55784.5,1.43,111569,100.0
Atlas4074,Entertainment,4,4189161.25,5.46,16756645,100.0
Atypical Te Ve,Entertainment,1,298265.0,10.25,298265,100.0
AuCiné,Film & Animation,500,23666.64,1.41,11833318,100.0
AuRuM TV,Gaming,1,154336.0,4.94,154336,100.0
Auch Staiy,Entertainment,1,29163.0,5.58,29163,100.0
Auch Sterzik,Gaming,1,26371.0,7.44,26371,100.0
Audio Force Channel,Music,3,804057.33,3.36,2412172,100.0
Audrea Lorenzo,Film & Animation,1,328285.0,1.75,328285,100.0
Augeyboyz,Sports,1,402565.0,5.75,402565,100.0
Auntie Charli,People & Blogs,3,3196426.33,3.38,9589279,100.0
Aura Latin,Music,4,2282447.25,0.23,9129789,100.0
Aura Serenity,Music,3001,98963.14,0.77,296988381,100.0
Aurelien_Sama,Gaming,1,21456.0,8.88,21456,100.0
Aurelio222,Sports,1,979705.0,1.9,979705,100.0
AuriVerde Brasil,News & Politics,1,135012.0,9.48,135012,100.0
Aurofix - Goldkauf24 - Berlin,People & Blogs,1,321121.0,1.49,321121,100.0
